HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
124585,51-60,w,11,111,Deutscher Schäfer,,,,I,2013,m,braun/schwarz
154315,51-60,w,11,111,Chihuahua,,,,K,2011,m,braun/schwarz
80258,61-70,m,11,111,Weimaraner,,,,I,2016,w,grau
121455,21-30,w,11,111,Mischling klein,,,,K,2012,m,tricolor
148811,61-70,m,11,111,Bearded Collie,,,,I,2019,w,schwarz/weiss
138040,41-50,w,11,111,Toypudel,,,,K,2012,m,fauve
112888,51-60,w,11,111,Jack Russel Terrier,,,,K,2010,m,tricolor
152648,21-30,w,11,111,Yorkshire Terrier,Mischling,,,K,2020,m,tricolor
146749,21-30,w,11,111,Mops,,,,K,2011,m,beige
154087,21-30,w,11,111,Malteser,,,,K,2020,m,weiss
107870,31-40,w,11,111,Dogo Argentino,,,,I,2011,w,weiss
105343,51-60,w,11,111,Chihuahua,,,,K,2010,w,braun/weiss
140958,31-40,w,11,111,Chihuahua,,,,K,2017,w,braun
133527,31-40,m,11,111,Zwergspitz,,,,K,2016,m,braun/beige
136409,21-30,m,11,111,Zwergspitz,,Pomeranian,,K,2014,m,braun
146946,21-30,w,11,111,Pinscher,,,,K,2011,w,schwarz/braun/weiss
132888,61-70,m,11,111,Tibet Terrier,,Havaneser,,K,2016,w,schwarz/weiss
144409,21-30,m,11,111,Mischling gross,,,,I,2011,m,schwarz
124080,31-40,w,11,111,Golden Retriever,,,,I,2014,m,beige
128103,61-70,w,11,111,Golden Retriever,,,,I,2006,m,golden
132919,61-70,w,11,111,Pinscher,,,,K,2016,m,rot
151303,31-40,m,11,111,Cane Corso,,,,I,2019,m,blue
148231,31-40,m,11,111,Mischling gross,,,,I,2016,m,weiss/braun
147211,51-60,w,11,111,Maremmano,Mischling,,,I,2016,m,weiss
119006,31-40,m,11,111,Lagotto Romagnolo,,Pudel,,I,2013,w,black/tan
148231,31-40,m,11,111,Mischling gross,,,,I,2015,m,weiss/braun
132377,21-30,w,11,111,Mischling klein,,,,K,2014,w,beige
116143,41-50,m,11,111,Chihuahua,,Malteser,,K,2013,m,schwarz/weiss
81810,71-80,m,11,111,Kleiner Münsterländer,,,,I,2013,w,weiss/braun
140808,31-40,w,11,111,Yorkshire Terrier,,,,K,2008,w,grau/beige
146183,51-60,w,11,111,Appenzeller Sennenhund,,Berner Sennenhund,,I,2018,w,tricolor
134788,31-40,w,11,111,Französische Bulldogge,,,,K,2016,m,gelb
105343,51-60,w,11,111,Chihuahua,,,,K,2015,w,schwarz/weiss
154288,51-60,m,11,111,Appenzeller Sennenhund,,,,I,2020,m,schwarz
121951,21-30,m,11,111,Malteser,,,,K,2013,w,weiss
128461,31-40,w,11,111,Shih Tzu,,,,K,2015,m,rot
145951,61-70,w,11,111,Jack Russel Terrier,,,,K,2011,m,weiss/braun
144447,31-40,w,11,111,Berner Sennenhund,,,,I,2016,m,schwarz
87184,51-60,w,11,111,Rhodesian Ridgeback,,,,I,2015,m,rot
87003,41-50,w,11,111,Labrador,,Pudel,,I,2017,m,schwarz/braun/weiss
120090,31-40,w,11,111,Cocker Spaniel,,Jack Russel Terrier,,K,2013,m,schwarz
99230,61-70,m,11,111,Zwergpudel,Mischling,,,K,2007,m,braun/weiss
119731,61-70,w,11,111,Malteser,,,,K,2013,m,weiss
115120,51-60,w,11,111,Basenji,,,,K,2013,w,rot/weiss
156685,31-40,w,11,111,Zwergspitz,,,,K,2020,m,weiss
104261,51-60,w,11,111,Yorkshire Terrier,,,,K,2010,m,hellbraun
142350,41-50,m,11,111,Mischling gross,,,,I,2018,m,schwarz/braun
127338,31-40,w,11,111,Yorkshire Terrier,,,,K,2006,w,black/tan
151568,51-60,m,11,111,Belgischer Schäferhund,Mischling,,,I,2007,m,beige/schwarz
155925,41-50,m,11,111,Chihuahua,Mischling,,,K,2018,m,beige/weiss
132285,31-40,w,11,111,Mops,,,,K,2010,m,braun
156844,41-50,m,11,111,Volpino Italiano,,,,K,2020,m,rot
155260,31-40,w,11,111,Shetland Sheepdog,,,,K,2013,w,tricolor
83626,61-70,w,11,111,Mischling klein,,,,K,2013,m,tricolor
134838,51-60,w,11,111,Bichon frisé,,,,K,2016,m,weiss
85696,51-60,w,11,111,Griffon Fauve de Bretagne,,,,I,2013,w,hellbraun
85938,51-60,w,11,111,Mops,,,,K,2011,m,beige
139228,21-30,m,11,111,Französische Bulldogge,,,,K,2017,w,blau
133042,41-50,w,11,111,Französische Bulldogge,,,,K,2020,m,braun
136136,41-50,w,11,111,Mops,,,,K,2016,w,schwarz
127819,31-40,w,11,111,Chihuahua,,,,K,2009,w,schwarz/beige
95333,41-50,m,11,111,Mischling klein,,,,K,2008,w,schwarz/braun
80719,61-70,w,11,111,Jack Russel Terrier,,,,K,2004,m,weiss/schwarz/braun
85653,51-60,w,11,111,Mischling gross,,,,I,2014,m,beige/weiss
154956,71-80,w,11,111,Bichon à poil frisé,,,,K,2009,m,weiss
111707,41-50,w,11,111,Chihuahua,,,,K,2017,w,rot/braun
89756,41-50,m,11,111,Border Collie,,,,I,2016,w,braun/weiss
89361,31-40,m,11,111,Englische Bulldogge,,,,I,2018,m,hellbraun/weiss
93914,71-80,w,11,111,Mischling klein,,,,K,2013,w,schwarz
140247,41-50,w,11,111,Jack Russel Terrier,,,,K,2016,m,tricolor
141365,31-40,w,11,111,Mischling gross,,,,I,2011,w,braun/schwarz
142984,31-40,w,11,111,Miniature Bull Terrier,,,,K,2017,m,weiss
154337,41-50,m,11,111,Yorkshire Terrier,,,,K,2020,w,schwarz/braun/weiss
146561,41-50,m,11,111,Mischling gross,,,,I,2018,m,schwarz
95469,51-60,w,11,111,Cavalier King Charles Spaniel,,,,K,2020,m,blenheim
148508,31-40,w,11,111,Russischer schwarzer Terrier,,,,I,2019,w,schwarz
85648,61-70,w,11,111,English Setter,,,,I,2019,w,blue/tan
99102,41-50,w,11,111,Zwergpinscher,,,,K,2007,w,braun
82063,71-80,w,11,111,Mops,,,,K,2008,m,beige
143458,31-40,w,11,111,Pudel,,,,K,2009,w,weiss
111394,41-50,w,11,111,Dalmatiner,,,,I,2012,w,weiss/schwarz
154570,31-40,w,11,111,Dachshund,,,,K,2018,m,rot/braun
98534,61-70,w,11,111,Yorkshire Terrier,,,,K,2004,m,braun/schwarz
98384,31-40,w,11,111,Yorkshire Terrier,,,,K,2012,w,black/tan
88196,71-80,w,11,111,Deutscher Schäfer,,,,I,2011,w,schwarz/gelb
133042,41-50,w,11,111,Bulldog,,,,I,2020,w,weiss
130033,21-30,w,11,111,Zwergspitz,,,,K,2020,m,beige
140715,41-50,w,11,111,Labrador Retriever,,,,I,2017,w,rotblond
121562,51-60,w,11,111,Yorkshire Terrier,,,,K,2013,w,braun/schwarz
121454,41-50,w,11,111,Chihuahua,,,,K,2011,w,beige/weiss
153579,31-40,m,11,111,Bichon Havanais,,,,K,2020,w,beige
153423,31-40,m,11,111,Dalmatiner,,Labrador Retriever,,I,2020,m,schwarz/weiss
88585,51-60,w,11,111,Jack Russel Terrier,,,,K,2004,m,tricolor
154904,11-20,w,11,111,Zwergpudel,,,,K,2020,w,schwarz
130051,31-40,w,11,111,Dogo Argentino,,,,I,2015,w,weiss
152395,41-50,m,11,111,Rhodesian Ridgeback,,,,I,2019,m,weizen
99102,41-50,w,11,111,Rehpinscher,,,,K,2010,w,rehbraun
150384,21-30,w,11,111,Französische Bulldogge,,,,K,2019,w,fawn
140852,41-50,w,11,111,Shih Tzu,,,,K,2011,w,beige
140852,41-50,w,11,111,Shih Tzu,,,,K,2013,m,braun
105512,41-50,w,11,111,Border Collie,,Bergamasker,,I,2014,w,tricolor
88408,71-80,m,11,111,Mischling klein,,,,K,2004,w,schwarz/braun
152518,41-50,w,11,111,Maremmen-Abruzzen-Schäferhund,,,,I,2018,m,weiss
103807,41-50,w,11,111,Labrador Retriever,,,,I,2019,m,gelb
140901,21-30,w,11,111,Jack Russel Terrier,,,,K,2011,m,weiss/schwarz
135039,31-40,w,11,111,Labrador Retriever,Mischling,,,I,2011,m,schwarz/weiss
85607,41-50,w,11,111,Mischling gross,,,,I,2015,w,blondfarben
135280,41-50,w,11,111,Mittelspitz,,,,K,2016,m,weiss
146864,41-50,w,11,111,Belgischer Schäferhund,,,,I,2007,w,schwarz
140566,21-30,w,11,111,Yorkshire Terrier,,,,K,2017,w,blue/tan
83638,51-60,w,11,111,Yorkshire Terrier,,,,K,2016,w,black/tan
133933,51-60,w,11,111,Ciobanesc Romanesc Carpatin,Mischling,,,I,2019,m,braun/weiss
86870,41-50,w,11,111,Cavalier King Charles Spaniel,,,,K,2018,m,black/tan
95911,51-60,m,11,111,Saluki,,,,I,2004,m,creme
131160,31-40,w,11,111,Bichon frisé,,,,K,2016,m,weiss
127882,31-40,w,11,111,Chihuahua,,,,K,2015,m,weiss/braun
149109,41-50,w,11,111,Cavalier King Charles Spaniel,,,,K,2019,m,bicolor
125605,31-40,w,11,111,Chihuahua,,,,K,2009,w,braun/weiss
90579,71-80,w,11,111,Bolonka Zwetna,,,,K,2014,w,schwarz lohfarbig
122723,41-50,w,11,111,Labrador Retriever,,,,I,2012,w,schwarz
108641,81-90,w,11,111,Mops,,,,K,2011,m,schwarz
80021,51-60,w,11,111,Labrador Retriever,,,,I,2011,w,schwarz
112050,61-70,m,11,111,Bolonka Zwetna,,,,K,2012,m,grau/braun/schwarz
84357,71-80,w,11,111,Havaneser,,Jack Russel Terrier,,K,2012,w,braun/weiss
90521,71-80,m,11,111,Golden Retriever,,,,I,2007,w,blondfarben
156696,31-40,m,11,111,Labrador Retriever,Mischling,,,I,2015,m,beige
103063,31-40,w,11,111,Shih Tzu,,,,K,2015,w,rot
154525,21-30,w,11,111,Chihuahua,,,,K,2019,w,braun/weiss
156933,31-40,w,11,111,Mischling klein,,,,K,2018,m,schwarz/braun
150476,51-60,w,11,111,Russischer Toy,,,,K,2019,w,rot/schwarz
149447,31-40,w,11,111,Flat Coated Retriever,,,,I,2019,m,schwarz
129972,41-50,w,11,111,Boston Terrier,,,,K,2019,m,hellfarben
67308,51-60,w,11,111,Shih Tzu,,,,K,2012,w,braun/weiss
143444,31-40,w,11,111,Zwergschnauzer,,Pudel,,K,18,w,blondfarben
124595,81-90,w,11,111,Mischling klein,,,,K,2013,w,beige
95773,51-60,m,11,111,Bichon frisé,,,,K,2004,m,weiss
105343,51-60,w,11,111,Chihuahua,,,,K,2020,w,weiss/beige
81172,61-70,w,11,111,Collie,,,,I,2017,m,sable
133330,51-60,m,11,111,Pomeranian,,,,K,2016,w,braun
93089,71-80,m,11,111,Jack Russel Terrier,,,,K,2020,m,tricolor
144665,11-20,w,11,111,Mischling klein,,,,K,2015,m,hellbraun
81726,61-70,w,11,111,Dachshund,Mischling,,,K,2012,m,schwarz/braun
146471,61-70,w,11,111,Appenzeller Sennenhund,Mischling,,,I,2007,m,schwarz/braun
148761,51-60,w,11,111,Französische Bulldogge,,,,K,2019,m,braun/grau
114913,61-70,m,11,111,Französische Bulldogge,,,,K,2011,m,rot/weiss
155693,41-50,w,11,111,Podenco Canario,,Bearded Collie,,I,2018,w,schwarz
138040,41-50,w,11,111,Toypudel,,,,K,2008,m,schwarz
150691,21-30,w,11,111,Mischling klein,,,,K,2008,m,schwarz/weiss
89130,51-60,m,11,111,Golden Retriever,,,,I,2007,m,golden
133338,21-30,w,11,111,Mischling gross,,,,I,2016,m,schwarz
143308,31-40,m,11,111,Labrador Retriever,,Pudel,,I,2018,w,choco
80023,71-80,m,11,111,Border Collie,,,,I,2010,m,tricolor
90427,61-70,w,11,111,Dachshund,,,,K,2011,m,schwarz/grau
81172,61-70,w,11,111,Collie,,,,I,2009,m,tricolor
98225,41-50,w,11,111,Whippet,,,,I,2020,w,dunkel gestromt
118657,61-70,m,11,111,Dogge,Mischling,,,I,2012,m,weiss/braun
95469,51-60,w,11,111,Labrador Retriever,,,,I,2013,m,braun
149502,41-50,m,11,111,Jack Russel Terrier,,,,K,2017,w,weiss/schwarz
138368,51-60,m,11,111,Yorkshire Terrier,,,,K,2017,m,schwarz/braun
154369,21-30,m,11,111,Englische Bulldogge,,,,I,2020,m,tricolor
104427,41-50,w,11,111,Deutscher Pinscher,,,,I,2010,w,braun/rot
120741,71-80,w,11,111,Bolonka Zwetna,,,,K,2014,m,schwarz/weiss
153069,21-30,m,11,111,Französische Bulldogge,,,,K,2019,m,weiss/schwarz
145359,31-40,w,11,111,Französische Bulldogge,,,,K,2018,w,sable
125364,41-50,w,11,111,Berger des Pyrenées,,Malinois,,I,2010,m,dunkelbraun
138599,41-50,w,11,111,Pumi,,,,I,2017,w,schwarz
121787,41-50,m,11,111,Deutscher Schäferhund,,,,I,2019,m,grau
85206,41-50,m,11,111,Mischling gross,,,,I,2019,w,weiss/beige
144272,41-50,w,11,111,Zwergspitz,,Pomeranian,,K,2018,m,braun
106763,31-40,w,11,111,Chihuahua,,,,K,2011,w,schwarz/braun/weiss
101766,61-70,w,11,111,Pudel,,,,K,2007,m,schwarz
105343,51-60,w,11,111,Chihuahua,,,,K,2011,w,schwarz/weiss
81726,61-70,w,11,111,Jack Russel Terrier,Mischling,,,K,2008,w,weiss/braun
122974,41-50,w,11,111,English Toy Terrier,,,,K,2012,m,black/tan
93071,41-50,w,11,111,Havaneser,,,,K,2015,w,schwarz/weiss
154428,21-30,w,11,111,Zwergpudel,,,,K,2020,w,schwarz
105151,61-70,w,11,111,Labrador Retriever,,Golden Retriever,,I,2010,w,blondfarben
94868,41-50,m,11,111,Mischling klein,,,,K,2008,m,beige/weiss/braun
89050,51-60,m,11,111,Mischling klein,,,,K,2006,w,beige
150472,41-50,w,11,111,Mischling gross,,,,I,2014,w,braun
94640,41-50,w,11,111,Tschechoslowakischer Wolfshund,,,,I,2020,w,grau
135423,31-40,w,11,111,Malinois,,,,I,2018,m,fauve
140778,61-70,w,11,111,Breton,Mischling,,,I,2017,w,braun/weiss
100280,41-50,w,11,111,Toller,,,,I,2013,m,rot/weiss
136907,31-40,w,11,111,Französische Bulldogge,,,,K,2016,w,gestromt
148503,31-40,w,11,111,Jack Russel Terrier,,,,K,2019,w,weiss/rot
125339,31-40,w,11,111,Chihuahua,,,,K,2014,m,weiss/beige
6469,51-60,m,11,111,Mops,,,,K,2011,m,beige
133367,21-30,m,11,111,Border Collie,Mischling,,,I,2016,w,tricolor
156548,31-40,m,11,111,Französische Bulldogge,,,,K,2020,m,bicolor
103421,71-80,w,11,111,Bolonka Zwetna,,Shih Tzu,,K,2006,w,tricolor
133048,21-30,w,11,111,Chihuahua,,,,K,2011,w,schwarz/weiss
103063,31-40,w,11,111,Zwergspitz,,,,K,2018,m,braun
115067,41-50,m,11,111,Chihuahua,,,,K,2012,w,beige
80023,71-80,m,11,111,Border Collie,,,,I,2014,w,schwarz/weiss
132282,41-50,w,11,111,Mischling klein,,,,K,2010,w,weiss/braun
121787,41-50,m,11,111,Deutscher Schäfer,,,,I,2012,m,grau
88067,31-40,w,11,111,Rehpinscher,,,,K,2009,w,rehbraun
149983,31-40,w,11,111,Mischling klein,,,,K,2009,w,beige/weiss
123143,31-40,w,11,111,Cocker Spaniel,,,,K,2012,w,schwarz
125106,21-30,w,11,111,Yorkshire Terrier,,,,K,2009,w,schwarz/braun
154524,41-50,m,11,111,English Setter,,,,I,2020,w,weiss/schwarz
105343,51-60,w,11,111,Chihuahua,,,,K,2010,w,braun
142376,31-40,w,11,111,Dachshund,,,,K,2018,w,saufarben
154254,21-30,w,11,111,Labrador,,,,I,2020,w,schwarz
150674,51-60,w,11,111,Mischling klein,,,,K,2018,w,braun
107650,41-50,w,11,111,Labrador Retriever,,,,I,2010,w,schwarz
141817,21-30,w,11,111,Französische Bulldogge,,,,K,2017,m,fawn
155917,11-20,w,11,111,Zwergspitz,,,,K,2019,w,zobel/rot
111084,41-50,w,11,111,Terrier,Mischling,,,K,2012,w,braun
140794,41-50,w,11,111,Bolonka Zwetna,,Bichon frisé,,K,2018,m,schwarz/weiss
120721,31-40,w,11,111,Pinscher,,Jack Russel Terrier,,K,2012,w,braun
133042,41-50,w,11,111,Bichon à poil frisé,,,,K,2019,m,weiss
133016,21-30,w,11,111,Entlebucher Sennenhund,,,,I,2016,w,schwarz/braun/weiss
154605,51-60,w,11,111,Yorkshire Terrier,,,,K,2012,m,weiss
99376,71-80,w,11,111,Chihuahua,,,,K,2008,w,braun
121621,51-60,m,11,111,Lagotto Romagnolo,,,,I,2017,m,braun
23493,61-70,m,11,111,Boxer,,,,I,2013,m,braun/weiss
129972,41-50,w,11,111,Boston Terrier,,,,K,2015,w,weiss gestromt
113243,21-30,w,11,111,Chihuahua,,,,K,2015,m,schwarz/weiss
107650,41-50,w,11,111,Tibetan Spaniel,,,,K,2005,m,schwarz
132697,51-60,w,11,111,Mops,,,,K,2016,w,schwarz
117935,41-50,w,11,111,Labrador Retriever,,,,I,2015,m,blondfarben
124332,21-30,w,11,111,Französische Bulldogge,,,,K,2014,m,braun
136322,31-40,m,11,111,Ratenero Bodeguero,Mischling,,,K,2015,m,tricolor
60402,61-70,w,11,111,Mischling klein,,,,K,2013,m,dunkelbraun
80096,51-60,w,11,111,Shih Tzu,Mischling,,,K,2014,m,beige
91066,51-60,m,11,111,Zwergschnauzer,,,,K,2018,m,pfeffer/salz
85648,61-70,w,11,111,English Setter,,,,I,2006,w,tricolor
98876,41-50,m,11,111,Jack Russel Terrier,,,,K,2018,m,tricolor
133474,21-30,m,11,111,Französische Bulldogge,,,,K,2013,w,schwarz/weiss
90477,51-60,m,11,111,Mischling gross,,,,I,2007,m,tricolor
108205,31-40,m,11,111,Mischling gross,,,,I,2011,m,tricolor
125622,21-30,m,11,111,Mischling klein,,,,K,2014,w,weiss
111363,21-30,w,11,111,Chihuahua,,,,K,2012,w,weiss
101766,61-70,w,11,111,West Highland White Terrier,,,,K,2007,m,weiss
152117,21-30,w,11,111,Zwergspitz,,Pomeranian,,K,2011,w,weiss
95469,51-60,w,11,111,West Highland White Terrier,,,,K,2006,m,weiss
95469,51-60,w,11,111,Cane Corso,,,,I,2018,m,schwarz
136647,31-40,w,11,111,Collie,,,,I,2017,m,sable
101707,61-70,w,11,111,Dachshund,Mischling,,,K,2009,w,schwarz
110005,51-60,m,11,111,Mops,,,,K,2015,w,schwarz
112783,51-60,m,11,111,Mops,,,,K,2012,w,schwarz
123594,21-30,w,11,111,Französische Bulldogge,,,,K,2020,m,bicolor
117935,41-50,w,11,111,Flat Coated Retriever,Mischling,,,I,2013,m,schwarz
105312,41-50,w,11,111,Pekingese,,,,K,2010,w,beige
131318,31-40,w,11,111,Chihuahua,,,,K,2014,w,creme
145871,31-40,w,11,111,Miniature Australian Shepherd,,,,I,2018,m,schwarz/weiss
81726,61-70,w,11,111,Mischling klein,,,,K,2017,w,schwarz/braun
83084,51-60,w,11,111,Malteser,,,,K,2014,m,weiss
129176,21-30,w,11,111,Terrier,Mischling,,,K,2015,w,hellbraun
83680,41-50,w,11,111,Chihuahua,,,,K,2005,m,black/tan
153289,21-30,w,11,111,Labrador Retriever,Mischling,,,I,2020,w,schwarz/weiss
80648,51-60,m,11,111,Groenendael,,,,I,2015,m,schwarz
141267,21-30,m,11,111,Französische Bulldogge,,,,K,2017,m,braun
83095,81-90,w,11,111,Kooikerhondje,,,,K,2008,m,rot/weiss
99696,61-70,w,11,111,Labrador Retriever,,,,I,2008,w,braun
87720,71-80,w,11,111,Mischling klein,,,,K,2013,w,braun/weiss/schwarz
80713,61-70,m,11,111,Dachshund,,,,K,2012,w,rot
136906,21-30,w,11,111,Yorkshire Terrier,,,,K,2010,w,black/tan
148666,61-70,m,11,111,Bolonka Zwetna,,,,K,2019,m,creme
136136,41-50,w,11,111,Mops,,,,K,1973,w,apricot
149300,31-40,w,11,111,Französische Bulldogge,,,,K,2018,m,blau/weiss
154524,41-50,m,11,111,English Setter,,,,I,2019,w,schwarz/weiss
82834,61-70,w,11,111,Beagle,,,,K,2014,m,tricolor
129916,31-40,m,11,111,Zwergspitz,,,,K,2020,w,braun
112120,61-70,w,11,111,Continental Bulldog,,,,I,2011,m,schwarz/weiss
83697,51-60,w,11,111,Welsh Corgi Cardigan,,,,K,2005,w,braun/weiss
132054,31-40,w,11,111,Französische Bulldogge,,,,K,2011,w,schwarz
98019,41-50,m,11,111,Border Collie,,Labrador Retriever,,I,2009,m,schwarz/weiss
80007,71-80,m,11,111,Labrador Retriever,,,,I,2016,m,schwarz
103430,41-50,m,11,111,Mittelspitz,,,,K,2009,w,weiss
144859,21-30,m,11,111,Mischling klein,,,,K,2018,m,beige
122929,51-60,w,11,111,Bichon,,,,K,2014,m,braun
148949,41-50,w,11,111,Pinscher,,Chihuahua,,K,2018,m,schwarz/braun
155926,31-40,m,11,111,Miniature Bull Terrier,,,,K,2014,m,gestromt
84021,71-80,w,11,111,Mittelpudel,,,,K,2010,w,braun
123594,21-30,w,11,111,Pinscher,,,,K,2014,w,schwarz/braun
85678,71-80,w,11,111,Zwergpudel,,,,K,2009,w,schwarz/weiss
84613,71-80,w,11,111,English Springer Spaniel,,,,I,2010,w,braun
129126,41-50,w,11,111,Papillon,,Epagneul,,I,2009,m,tricolor
108409,51-60,w,11,111,Appenzeller,Mischling,,,I,2010,m,tricolor
144229,21-30,m,11,111,Jack Russel Terrier,,,,K,2018,m,weiss/beige
99094,31-40,w,11,111,Zwergpinscher,,,,K,2006,m,braun
135292,21-30,m,11,111,Zwergspitz,,,,K,2018,m,weiss
155888,41-50,m,11,111,Bolonka Zwetna,,Bichon Havanais,,K,2020,m,beige/braun
124336,31-40,w,11,111,Cocker Spaniel,,,,K,2010,w,rot
147687,21-30,m,11,111,Rottweiler,,,,I,2019,w,schwarz/braun
128678,41-50,m,11,111,Old Englische Bulldogge,,,,I,2012,w,tricolor
150743,21-30,w,11,111,Mudi,,Border Collie,,I,2015,w,braun
144808,61-70,m,11,111,Mischling klein,,,,K,2017,w,schwarz/weiss
153482,61-70,w,11,111,Jack Russel Terrier,,,,K,2017,m,tricolor
98571,31-40,w,11,111,Chihuahua,,,,K,2017,w,braun/grau
143197,31-40,w,11,111,Deutscher Schäfer,,,,I,2018,w,grau
107338,51-60,w,11,111,Chihuahua,,,,K,2011,w,weiss/creme
136537,61-70,m,11,111,Pinscher,,Mischling gross,,I,2015,w,braun
151806,21-30,w,11,111,Shiba Inu,,,,K,2019,m,rot
144628,31-40,m,11,111,Shiba Inu,,,,K,2019,m,rot
156295,21-30,m,11,111,Mischling gross,,,,I,2015,w,hellbraun
147293,41-50,w,11,111,Bolonka Zwetna,,,,K,2012,m,zobel/weiss
98876,41-50,m,11,111,Parson Russell Terrier,,,,K,2016,w,tricolor
132054,31-40,w,11,111,West Highland White Terrier,,,,K,2009,m,weiss
124674,31-40,w,11,111,Podenco,Mischling,,,I,2005,m,braun/weiss
151557,41-50,m,11,111,Mittelpudel,,,,K,2019,m,schwarz
140958,31-40,w,11,111,Französische Bulldogge,,,,K,2016,m,weiss/schwarz
118105,41-50,w,11,111,Labrador Retriever,,,,I,2012,w,schwarz
112445,41-50,m,11,111,Labrador Retriever,Mischling,,,I,2010,w,dunkelbraun
142682,21-30,w,11,111,Magyar Viszla,,,,I,2018,w,schwarz
125172,81-90,w,11,111,Zwergpudel,,,,K,2006,m,schwarz
154798,21-30,m,11,111,Border Terrier,,,,K,2020,w,blue/tan
146226,21-30,w,11,111,Zwergspitz,,,,K,2018,w,orange
80096,51-60,w,11,111,Malteser,,,,K,2019,m,weiss
149502,41-50,m,11,111,Jack Russel Terrier,,,,K,2016,m,weiss/schwarz
113243,21-30,w,11,111,Yorkshire Terrier,,,,K,2015,w,silber/braun
110005,51-60,m,11,111,Mops,,,,K,2011,w,schwarz
135619,41-50,w,11,111,Schäfer,,,,I,2016,w,weiss
143356,41-50,m,11,111,Mischling klein,,,,K,2016,w,schwarz/weiss
153673,51-60,w,11,111,Mischling gross,,,,I,2017,w,braun
155732,31-40,w,11,111,Pomeranian,,,,K,2020,m,weiss
84576,61-70,w,11,111,Mischling klein,,,,K,2008,m,schwarz
101743,61-70,m,11,111,Malteser,,,,K,2009,w,weiss
135726,21-30,w,11,111,Pinscher,,,,K,2016,w,schwarz
98384,31-40,w,11,111,Yorkshire Terrier,,,,K,2012,w,black/tan
132040,51-60,w,11,111,Mischling gross,,,,I,2008,m,mehrfarbig
98384,31-40,w,11,111,Chihuahua,,,,K,2018,w,schwarz/braun
132040,51-60,w,11,111,Mittelpudel,,,,K,2016,w,schwarz
91146,51-60,w,11,111,Vorstehhund,Mischling,,,I,2005,w,braun
155974,21-30,w,11,111,Deutscher Kleinspitz,,,,K,2018,w,weiss
121455,21-30,w,11,111,Basenji,,,,K,2014,w,rot/weiss
131031,31-40,m,11,111,Mops,,,,K,2014,m,beige
100761,51-60,w,11,111,Yorkshire Terrier,,,,K,2009,w,tricolor
144138,31-40,w,11,111,Toypudel,,,,K,2009,m,weiss
152725,61-70,w,11,115,Dachshund,,,,K,2020,w,schwarz/rot
4388,61-70,w,11,115,Mops,,,,K,2006,m,beige
110703,21-30,w,11,115,Labrador Retriever,,Weimaraner,,I,2015,m,schwarz/weiss
155615,51-60,m,11,115,Labrador Retriever,,Pudel,,I,2020,m,schwarz/weiss
89127,51-60,w,11,115,Miniature Australian Shepherd,,,,I,2012,m,tricolor
154939,31-40,m,11,115,Jack Russel Terrier,,,,K,2013,w,weiss
117859,71-80,w,11,115,English Cocker Spaniel,,,,K,2013,w,rot/weiss
88650,51-60,w,11,115,Lhasa Apso,,,,K,2011,m,beige
153537,31-40,m,11,115,Welsh Corgi Pembroke,,,,K,2020,m,rot/weiss
81844,71-80,w,11,115,Mischling klein,,,,K,2009,w,braun
147270,41-50,w,11,115,Bichon frisé,,Bichon Havanais,,K,2019,w,braun
141368,31-40,w,11,115,Deutscher Kleinspitz,,,,K,2017,m,beige
91888,51-60,w,11,115,Australian Shepherd,,,,I,2020,m,blue/merle
124980,41-50,m,11,115,Mischling klein,,,,K,2019,w,schwarz/grau
153392,31-40,m,11,115,Dachshund,,,,K,2020,w,schwarz/rot
89293,51-60,m,11,115,Chihuahua,,,,K,2013,m,creme
121532,21-30,m,11,115,Cocker Spaniel,,,,K,2014,m,rot
141537,31-40,w,11,115,Miniature Bull Terrier,,,,K,2016,w,rot
123832,21-30,w,11,115,Chihuahua,,,,K,2013,m,weiss/braun
100667,51-60,w,11,115,Cocker Spaniel,,Border Collie,,I,2008,m,schwarz/braun
125656,51-60,w,11,115,Welsh Terrier,,,,K,2015,w,black/tan
123606,41-50,w,11,115,Bolonka Zwetna,,,,K,2014,m,schwarz/weiss
143933,31-40,w,11,115,Pudel,,Malteser,,K,2017,m,beige
143640,31-40,w,11,115,Französische Bulldogge,,,,K,2018,m,gestromt
143934,41-50,w,11,115,Zwergpinscher,,,,K,2005,m,schwarz/braun
101739,51-60,w,11,115,Golden Retriever,,,,I,2009,w,golden
88712,71-80,w,11,115,Schäfer,,,,I,2011,m,weiss
124472,31-40,w,11,115,Chihuahua,,,,K,2013,m,schwarz/weiss
143566,51-60,w,11,115,Appenzeller Sennenhund,Mischling,,,I,2017,w,tricolor
92944,31-40,w,11,115,Pudel,,,,K,2009,w,silber
105170,31-40,m,11,115,Deutscher Schäfer,,Golden Retriever,,I,2005,m,schwarz/braun
148907,21-30,w,11,115,Altdeutscher Schäfer,,Weisser Schäferhund (Berger B,,I,2019,m,schwarz/braun
153753,41-50,w,11,115,Mischling klein,,,,K,2019,m,schwarz/braun/rot
92094,71-80,w,11,115,Pumi,,,,I,2007,w,schwarz/grau
